ItemName,ItemId,vol.,jita_buy,jita_buy_taxes,jita_buy_total,jita_sell,unit_delivery,ual_sell_taxed,ual_sell_taxed,ual_wkly_vol,ual_listed_vol,ual_mrkt_rate,ual_avg_daily,money_freeze_buy,freeze_rate,PROFIT_jitabuy,money_freeze_sell,PROFIT_jitasell,GoodToBuy(jitabuy)
Corpus X-Type Explosive Armor Hardener,18937,,"180,800,000","2,712,000","183,512,000","191,900,000",0,"226,600,000","213,910,400",13.3,39,2.93,1.1,"203,615,852",0.17,"33,728,563","212,922,763","24,421,653",Pass
Kinetic Armor Hardener II,11644,,"1,864,000","27,960","1,891,960","2,295,000",0,"2,200,000","2,076,800",71.2,128,1.80,7.6,"14,352,545",0.10,"1,402,210","17,410,035","-1,655,281",Pass
Dark Blood Kinetic Armor Hardener,13980,,"7,140,000","107,100","7,247,100","9,832,000",0,"7,000,000","6,608,000",18.7,7,0.37,4.4,"31,643,142",-0.09,"-2,790,514","42,929,637","-14,077,009",Pass
Centus X-Type Kinetic Armor Hardener,18943,,"76,060,000","1,140,900","77,200,900","86,220,000",0,"100,000,000","94,400,000",6.8,15,2.21,0.7,"50,494,266",0.22,"11,249,298","56,393,327","5,350,237",Pass
Corpus X-Type Kinetic Armor Hardener,18941,,"74,690,000","1,120,350","75,810,350","89,700,000",0,"96,310,000","90,916,640",6.8,37,5.44,0.4,"31,571,337",0.20,"6,291,038","37,355,703","506,672",Pass
Thermal Armor Hardener II,11648,,"2,060,000","30,900","2,090,900","2,608,000",0,"2,789,000","2,632,816",118.5,420,3.54,9.0,"18,801,310",0.26,"4,872,892","23,451,057","223,145",Pass
Dark Blood Thermal Armor Hardener,13984,,"45,830,000","687,450","46,517,450","46,810,000",0,"48,540,000","45,821,760",18.7,66,3.53,1.4,"66,146,718",-0.01,"-989,255","66,562,717","-1,405,254",Pass
True Sansha Thermal Armor Hardener,13982,,"25,680,000","385,200","26,065,200","29,440,000",0,0,0,19.1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Centus X-Type Thermal Armor Hardener,18947,,"182,800,000","2,742,000","185,542,000","217,100,000",0,"230,000,000","217,120,000",13.5,44,3.26,1.1,"198,206,781",0.17,"33,733,460","231,918,876","21,365",Pass
Core X-Type Thermal Armor Hardener,18979,,"188,800,000","2,832,000","191,632,000","205,200,000",0,"237,500,000","224,200,000",7.7,24,3.12,0.6,"119,398,937",0.17,"20,291,938","127,852,665","11,838,210",Pass
Corpus X-Type Thermal Armor Hardener,18945,,"278,400,000","4,176,000","282,576,000","303,100,000",0,"269,900,000","254,785,600",4,16,4.00,0.3,"80,736,000",-0.10,"-7,940,114","86,600,000","-13,804,114",Pass
1600mm Steel Plates II,20353,,"2,873,000","43,095","2,916,095","3,549,000",0,"3,947,000","3,725,968",461.3,263,0.57,87.3,"254,507,706",0.28,"70,683,198","309,745,686","15,445,217",Pass
Imperial Navy 1600mm Steel Plates,31900,,"32,470,000","487,050","32,957,050","35,390,000",0,"37,500,000","35,400,000",234,202,0.86,36.0,"1,185,764,358",0.07,"87,895,095","1,273,299,663","359,791",Pass
Federation Navy 1600mm Steel Plates,31902,,"28,150,000","422,250","28,572,250","40,500,000",0,"32,980,000","31,133,120",19.4,45,2.32,1.8,"51,992,744",0.09,"4,659,999","73,697,596","-17,044,853",Pass
Federation Navy 200mm Steel Plates,31906,,"6,047,000","90,705","6,137,705","7,399,000",0,"14,820,000","13,990,080",12.1,101,8.35,0.6,"3,672,192",1.28,"4,698,079","4,426,825","3,943,446",Pass
Imperial Navy 200mm Steel Plates,31904,,"8,179,000","122,685","8,301,685","10,640,000",0,"42,800,000","40,403,200",0.7,2,2.86,0.1,"491,134",3.87,"1,899,151","629,471","1,760,815",Pass
25000mm Steel Plates II,40351,,"141,200,000","2,118,000","143,318,000","154,400,000",0,"152,800,000","144,243,200",125.3,167,1.33,15.5,"2,222,138,224",0.01,"14,345,178","2,393,964,064","-157,480,662",Pass
CONCORD 25000mm Steel Plates,41456,,"339,700,000","5,095,500","344,795,500","350,900,000",0,"372,400,000","351,545,600",23.6,43,1.82,2.5,"861,186,723",0.02,"16,859,549","876,433,774","1,612,498",Pass
Federation Navy 400mm Steel Plates,31910,,"11,490,000","172,350","11,662,350","12,450,000",0,"16,700,000","15,764,800",4,14,3.50,0.3,"3,562,165",0.35,"1,253,058","3,802,746","1,012,477",Pass
800mm Steel Plates II,20351,,"1,753,000","26,295","1,779,295","2,106,000",0,"1,860,000","1,755,840",71.2,111,1.56,8.1,"14,494,673",-0.01,"-191,071","17,156,110","-2,852,509",Pass
Federation Navy 800mm Steel Plates,31918,,"13,410,000","201,150","13,611,150","14,390,000",0,"25,990,000","24,534,560",6.8,39,5.74,0.4,"5,521,128",0.80,"4,430,893","5,837,055","4,114,966",Pass
Capital I-a Enduring Armor Repairer,41498,,"93,550,000","1,403,250","94,953,250","100,300,000",0,"99,990,000","94,390,560",37.6,52,1.38,4.6,"433,702,464",-0.01,"-2,570,107","458,123,942","-26,991,585",Pass
Dark Blood Large Armor Repairer,13957,,"95,520,000","1,432,800","96,952,800","99,530,000",0,"109,900,000","103,745,600",18.7,55,2.94,1.6,"151,023,100",0.07,"10,581,125","155,037,597","6,566,628",Pass
True Sansha Large Armor Repairer,13956,,"85,820,000","1,287,300","87,107,300","92,880,000",0,"147,200,000","138,956,800",37.8,22,0.58,7.1,"616,570,684",0.60,"367,005,770","657,431,526","326,144,928",Pass
Centus X-Type Large Armor Repairer,19046,,"520,500,000","7,807,500","528,307,500","571,000,000",0,"607,600,000","573,574,400",5.6,20,3.57,0.4,"223,643,242",0.09,"19,162,394","241,715,840","1,089,796",Pass
Core X-Type Large Armor Repairer,19038,,"304,400,000","4,566,000","308,966,000","339,400,000",0,"438,400,000","413,849,600",4.9,33,6.73,0.3,"83,339,291",0.34,"28,290,896","91,548,440","20,081,746",Pass
Corpus X-Type Large Armor Repairer,19045,,"622,300,000","9,334,500","631,634,500","684,600,000",0,"779,400,000","735,753,600",14.9,11,0.74,2.5,"1,564,771,269",0.16,"257,938,058","1,695,984,641","126,724,686",Pass
Medium Armor Repairer II,3530,,"899,600","13,494","913,094","997,100",0,"1,183,000","1,116,752",335.5,502,1.50,39.2,"35,777,038",0.22,"7,979,770","39,068,578","4,688,229",Pass
Dark Blood Medium Armor Repairer,13960,,"52,190,000","782,850","52,972,850","61,970,000",0,"113,200,000","106,860,800",2.1,15,7.14,0.1,"5,946,188",1.02,"6,048,907","6,956,115","5,038,980",Pass
Centii A-Type Small Armor Repairer,19009,,"44,210,000","663,150","44,873,150","48,640,000",0,"93,990,000","88,726,560",2.6,11,4.23,0.2,"8,103,119",0.98,"7,918,976","8,783,330","7,238,764",Pass
Coreli A-Type Small Armor Repairer,19015,,"18,620,000","279,300","18,899,300","19,990,000",0,"29,210,000","27,574,240",18.7,50,2.67,1.6,"30,876,288",0.46,"14,172,480","32,658,194","12,390,574",Pass
Corpii A-Type Small Armor Repairer,19003,,"49,340,000","740,100","50,080,100","56,860,000",0,"89,970,000","84,931,680",1.2,13,10.83,0.1,"2,608,359",0.70,"1,815,201","2,961,481","1,462,078",Pass
Dark Blood EM Coating,14021,,"5,672",85,"5,757","100,000",0,0,0,0.2,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Coreli A-Type Explosive Coating,18793,,"272,200","4,083","276,283","490,200",0,"2,000,000","1,888,000",5.4,8,1.48,0.6,"175,106",5.83,"1,021,495","310,685","885,916",Pass
Corpii A-Type Explosive Coating,18756,,"857,900","12,869","870,769","1,004,000",0,"2,398,000","2,263,712",8.2,77,9.39,0.4,"332,874",1.60,"532,489","383,805","481,558",Pass
Damage Control II,2048,,"396,000","5,940","401,940","435,500",0,"435,300","410,923",3860,1523,0.39,877.9,"352,853,308",0.02,"7,886,132","382,314,812","-21,575,372",Pass
Sentient Damage Control,41202,,"416,100,000","6,241,500","422,341,500","493,000,000",0,"494,500,000","466,808,000",9.3,8,0.86,1.4,"604,985,753",0.11,"63,696,319","706,200,968","-37,518,896",Pass
Shadow Serpentis Damage Control,41200,,"203,300,000","3,049,500","206,349,500","219,500,000",0,"251,200,000","237,132,800",24,32,1.33,3.0,"612,699,117",0.15,"91,402,696","651,745,975","52,355,838",Pass
Syndicate Damage Control,41201,,"205,100,000","3,076,500","208,176,500","223,800,000",0,"261,400,000","246,761,600",20.3,36,1.77,2.2,"453,342,535",0.19,"84,026,137","487,365,574","50,003,098",Pass
Corpum A-Type EM Energized Membrane,18869,,"28,530,000","427,950","28,957,950","32,320,000",0,"45,970,000","43,395,680",4.7,13,2.77,0.4,"11,690,818",0.50,"5,828,757","13,048,134","4,471,441",Pass
Corpum A-Type Explosive Energized Membrane,18873,,"87,570,000","1,313,550","88,883,550","100,300,000",0,"129,600,000","122,342,400",2.1,15,7.14,0.1,"9,977,154",0.38,"3,755,747","11,258,647","2,474,253",Pass
Corpum A-Type Kinetic Energized Membrane,18877,,"51,740,000","776,100","52,516,100","65,270,000",0,"79,900,000","75,425,600",3.5,2,0.57,0.7,"34,736,135",0.44,"15,153,210","43,172,047","6,717,298",Pass
Dark Blood Multispectrum Energized Membrane,14070,,"57,460,000","861,900","58,321,900","63,180,000",0,"68,390,000","64,560,160",123.4,235,1.90,12.8,"745,027,721",0.11,"79,690,076","807,087,070","17,630,726",Pass
Imperial Navy Multispectrum Energized Membrane,15729,,"47,610,000","714,150","48,324,150","52,400,000",0,"58,080,000","54,827,520",206.3,202,0.98,29.8,"1,439,260,283",0.13,"193,692,846","1,560,653,189","72,299,940",Pass
Corpum A-Type Multispectrum Energized Membrane,18881,,"822,000,000","12,330,000","834,330,000","934,900,000",0,"989,500,000","934,088,000",17.5,11,0.63,3.2,"2,630,877,036",0.12,"314,565,018","2,948,002,519","-2,560,464",Pass
Corpum A-Type Thermal Energized Membrane,18865,,"74,380,000","1,115,700","75,495,700","86,910,000",0,"119,500,000","112,808,000",2.1,3,1.43,0.3,"18,949,270",0.49,"9,365,313","21,814,237","6,500,346",Pass
ORE Expanded Cargohold,34489,,"277,400,000","4,161,000","281,561,000","299,900,000",0,"356,000,000","336,064,000",36.9,46,1.25,4.7,"1,329,336,999",0.19,"257,325,604","1,415,921,118","170,741,485",Pass
Large Remote Armor Repairer II,26914,,"2,025,000","30,375","2,055,375","2,383,000",0,"2,991,000","2,823,504",196,132,0.67,34.1,"70,127,793",0.37,"26,207,963","81,306,103","15,029,653",Pass
Medium Remote Armor Repairer II,26913,,"1,896,000","28,440","1,924,440","2,002,000",0,"2,369,000","2,236,336",117.6,1,0.01,182.2,"350,604,364",0.16,"56,822,815","364,734,643","42,692,536",Buy
Coreli A-Type Small Remote Armor Repairer,18985,,"33,120,000","496,800","33,616,800","37,550,000",0,"44,980,000","42,461,120",20.1,42,2.09,2.0,"66,777,133",0.26,"17,568,547","74,590,126","9,755,554",Pass
100MN Afterburner II,12068,,"2,788,000","41,820","2,829,820","3,171,000",0,"2,915,000","2,751,760",133.9,141,1.05,18.6,"52,749,953",-0.03,"-1,455,097","59,109,803","-7,814,946",Pass
10MN Afterburner II,12058,,"1,750,000","26,250","1,776,250","2,110,000",0,"1,964,000","1,854,016",724,455,0.63,130.5,"231,743,842",0.04,"10,145,977","275,287,547","-33,397,729",Pass
1MN Afterburner II,438,,"1,793,000","26,895","1,819,895","1,992,000",0,"1,678,000","1,584,032",273,192,0.70,46.5,"84,633,373",-0.13,"-10,968,699","92,637,036","-18,972,363",Pass
Federation Navy 100MN Afterburner,15770,,"41,510,000","622,650","42,132,650","44,980,000",0,"54,780,000","51,712,320",27.1,77,2.84,2.3,"96,767,453",0.23,"22,001,945","103,307,056","15,462,342",Pass
Federation Navy 10MN Afterburner,15766,,"35,320,000","529,800","35,849,800","38,290,000",0,"46,050,000","43,471,200",55.5,67,1.21,7.2,"258,696,630",0.21,"54,996,973","276,305,417","37,388,186",Pass
Coreli A-Type 1MN Afterburner,18692,,"37,080,000","556,200","37,636,200","42,650,000",0,"55,430,000","52,325,920",18.7,37,1.98,1.9,"71,477,487",0.39,"27,898,254","80,999,538","18,376,203",Pass
Gistum C-Type 10MN Afterburner,18660,,"83,550,000","1,253,250","84,803,250","89,480,000",0,"124,500,000","117,528,000",7.2,10,1.39,0.9,"74,013,885",0.39,"28,561,239","78,095,621","24,479,503",Pass
Large Micro Jump Drive,4383,,"2,044,000","30,660","2,074,660","2,510,000",0,"2,454,000","2,316,576",323.9,324,1.00,46.3,"95,982,666",0.12,"11,192,071","116,123,361","-8,948,624",Pass
50000MN Cold-Gas Enduring Microwarpdrive,41252,,"81,950,000","1,229,250","83,179,250","109,900,000",0,"119,800,000","113,091,200",44.3,124,2.80,3.8,"314,638,387",0.36,"113,146,580","415,713,759","12,071,208",Pass
500MN Cold-Gas Enduring Microwarpdrive,5945,,"609,400","9,141","618,541","664,300",0,"569,000","537,136",688.1,298,0.43,149.4,"92,393,125",-0.13,"-12,159,683","99,228,269","-18,994,827",Pass
500MN Microwarpdrive II,12084,,"7,786,000","116,790","7,902,790","8,985,000",0,"7,500,000","7,080,000",31.5,291,9.24,1.5,"11,700,428",-0.10,"-1,218,177","13,302,687","-2,820,436",Pass
50MN Microwarpdrive II,12076,,"4,479,000","67,185","4,546,185","5,152,000",0,"5,332,000","5,033,408",204.9,577,2.82,17.4,"79,300,166",0.11,"8,498,744","89,867,538","-2,068,628",Pass
5MN Microwarpdrive II,440,,"2,651,000","39,765","2,690,765","2,939,000",0,"2,733,000","2,579,952",204.6,421,2.06,20.4,"54,827,081",-0.04,"-2,257,928","59,885,122","-7,315,969",Pass
Federation Navy 50MN Microwarpdrive,15764,,"99,610,000","1,494,150","101,104,150","107,500,000",0,"125,900,000","118,849,600",5.8,33,5.69,0.3,"35,120,118",0.18,"6,164,161","37,341,817","3,942,462",Pass
Coreli A-Type 5MN Microwarpdrive,19325,,"33,650,000","504,750","34,154,750","36,500,000",0,"44,290,000","41,809,760",28.7,52,1.81,3.0,"104,033,748",0.22,"23,316,797","111,177,268","16,173,277",Pass
Gistum B-Type 50MN Microwarpdrive,19345,,"104,800,000","1,572,000","106,372,000","112,000,000",0,"123,700,000","116,772,800",5.8,23,3.97,0.4,"44,259,587",0.10,"4,327,597","46,601,302","1,985,881",Pass
Gistum C-Type 50MN Microwarpdrive,19339,,"75,340,000","1,130,100","76,470,100","97,550,000",0,"124,500,000","117,528,000",2.6,19,7.31,0.1,"10,506,954",0.54,"5,641,335","13,403,322","2,744,967",Pass
Shadow Serpentis Inertial Stabilizers,34483,,"106,800,000","1,602,000","108,402,000","113,900,000",0,"136,300,000","128,667,200",9.8,24,2.45,0.9,"96,977,894",0.19,"18,129,522","101,896,479","13,210,937",Pass
Compact Interdiction Nullifier,58966,,"1,286,000","19,290","1,305,290","1,587,000",0,"2,030,000","1,916,320",163.6,301,1.84,17.2,"22,490,581",0.47,"10,528,250","27,344,538","5,674,293",Pass
Enduring Interdiction Nullifier,58971,,"1,503,000","22,545","1,525,545","1,782,000",0,"2,750,000","2,596,000",65.1,128,1.97,6.6,"10,117,972",0.70,"7,099,649","11,818,875","5,398,746",Pass
Interdiction Nullifier II,58972,,"560,300","8,405","568,705","617,900",0,"626,700","591,605",340.7,1193,3.50,26.0,"14,791,990",0.04,"595,636","16,071,564","-683,938",Pass
Limited Hyperspatial Accelerator,33981,,"9,278,000","139,170","9,417,170","10,100,000",0,"23,690,000","22,363,360",17.5,37,2.11,1.7,"16,191,183",1.37,"22,258,718","17,365,190","21,084,711",Pass
Experimental Hyperspatial Accelerator,33983,,"16,450,000","246,750","16,696,750","17,120,000",0,"27,180,000","25,657,920",25.9,62,2.39,2.4,"39,928,933",0.54,"21,429,916","40,941,101","20,417,748",Pass
Prototype Hyperspatial Accelerator,33985,,"91,150,000","1,367,250","92,517,250","99,990,000",0,"121,500,000","114,696,000",10.5,14,1.33,1.3,"120,183,433",0.24,"28,811,041","129,890,820","19,103,654",Pass
Data Analyzer II,30834,,"878,200","13,173","891,373","940,500",0,"760,200","717,629",153.5,313,2.04,15.4,"13,688,373",-0.19,"-2,668,104","14,442,792","-3,422,523",Pass
Relic Analyzer II,30832,,"844,500","12,668","857,168","939,800",0,"1,014,000","957,216",157,282,1.80,16.7,"14,344,737",0.12,"1,674,316","15,727,595","291,458",Pass
Ligature Integrated Analyzer,41533,,"228,200,000","3,423,000","231,623,000","246,800,000",0,"288,900,000","272,721,600",18.4,11,0.60,3.4,"787,433,767",0.18,"139,720,258","839,030,034","88,123,991",Pass
Zeugma Integrated Analyzer,41534,,"474,300,000","7,114,500","481,414,500","509,500,000",0,"563,600,000","532,038,400",27.5,31,1.13,3.7,"1,781,309,240",0.11,"187,316,379","1,885,230,000","83,395,619",Pass
Expanded Probe Launcher II,4260,,"904,000","13,560","917,560","1,335,000",0,"2,309,000","2,179,696",72.8,589,8.09,3.7,"3,354,871",1.38,"4,614,743","4,881,156","3,088,459",Pass
Core Probe Launcher II,4258,,"942,600","14,139","956,739","1,111,000",0,"1,382,000","1,304,608",79.3,141,1.78,8.5,"8,128,224",0.36,"2,955,411","9,438,788","1,644,847",Pass
Sisters Core Probe Launcher,28758,,"34,380,000","515,700","34,895,700","37,300,000",0,"42,300,000","39,931,200",181.1,211,1.17,24.0,"836,392,871",0.14,"120,692,701","894,020,011","63,065,562",Pass
Sisters Expanded Probe Launcher,28756,,"32,580,000","488,700","33,068,700","36,960,000",0,"41,480,000","39,157,120",153.8,262,1.70,16.8,"556,676,566",0.18,"102,492,107","622,182,483","36,986,190",Pass
Large Ancillary Remote Shield Booster,41482,,"2,066,000","30,990","2,096,990","2,408,000",0,"3,273,000","3,089,712",94.3,166,1.76,10.2,"21,291,772",0.47,"10,079,595","24,449,610","6,921,758",Pass
Medium Remote Shield Booster II,3598,,"689,200","10,338","699,538","746,900",0,"1,163,000","1,097,872",65.8,558,8.48,3.2,"2,258,058",0.57,"1,285,793","2,410,939","1,132,912",Pass
Pithum C-Type Medium Remote Shield Booster,19147,,"18,020,000","270,300","18,290,300","19,770,000",0,"26,880,000","25,374,720",33.4,95,2.84,2.8,"51,746,465",0.39,"20,043,066","55,932,796","15,856,735",Pass
Shield Boost Amplifier II,24443,,"959,300","14,390","973,690","1,175,000",0,"1,198,000","1,130,912",87.3,175,2.00,8.8,"8,576,790",0.16,"1,384,902","10,350,043","-388,351",Pass
Dread Guristas Shield Boost Amplifier,14047,,"18,710,000","280,650","18,990,650","21,260,000",0,"31,950,000","30,160,800",11.7,35,2.99,1.0,"18,352,134",0.59,"10,794,580","20,545,182","8,601,531",Pass
Gist X-Type Shield Boost Amplifier,19301,,"52,870,000","793,050","53,663,050","58,870,000",0,"76,380,000","72,102,720",15.9,47,2.96,1.3,"70,896,382",0.34,"24,361,379","77,775,490","17,482,271",Pass
Pith X-Type Shield Boost Amplifier,19295,,"60,260,000","903,900","61,163,900","65,710,000",0,"88,000,000","83,072,000",29.6,23,0.78,4.8,"293,407,208",0.36,"105,094,581","315,215,145","83,286,644",Pass
CONCORD Capital Shield Booster,3542,,"350,400,000","5,256,000","355,656,000","377,700,000",0,"373,200,000","352,300,800",57.6,47,0.82,9.1,"3,239,790,263",-0.01,"-30,563,647","3,440,596,482","-231,369,865",Pass
Capital Ancillary Shield Booster,41504,,"65,720,000","985,800","66,705,800","72,950,000",0,"89,000,000","84,016,000",30.1,52,1.73,3.3,"218,229,586",0.26,"56,630,724","238,657,632","36,202,678",Pass
X-Large Ancillary Shield Booster,32780,,"2,410,000","36,150","2,446,150","2,743,000",0,"4,085,000","3,856,240",228.7,233,1.02,32.4,"79,178,329",0.58,"45,642,569","88,786,933","36,033,965",Pass
X-Large Shield Booster II,10842,,"1,994,000","29,910","2,023,910","2,108,000",0,"2,749,000","2,595,056",57.4,45,0.78,9.3,"18,743,675",0.28,"5,289,452","19,522,442","4,510,684",Pass
Gist X-Type X-Large Shield Booster,19198,,"588,200,000","8,823,000","597,023,000","652,900,000",0,"689,700,000","651,076,800",30.6,56,1.83,3.2,"1,929,217,304",0.09,"174,669,194","2,109,777,978","-5,891,480",Pass
Pith X-Type X-Large Shield Booster,19208,,"266,100,000","3,991,500","270,091,500","294,400,000",0,"357,800,000","337,763,200",15.4,11,0.71,2.6,"703,068,460",0.25,"176,154,518","766,345,311","112,877,666",Pass
Gist X-Type Large Shield Booster,19200,,"193,500,000","2,902,500","196,402,500","209,700,000",0,"240,000,000","226,560,000",25.2,32,1.27,3.2,"627,443,744",0.15,"96,343,655","669,925,042","53,862,357",Pass
Pith X-Type Large Shield Booster,19207,,"198,300,000","2,974,500","201,274,500","209,800,000",0,"220,000,000","207,680,000",19.1,45,2.36,1.8,"357,795,200",0.03,"11,386,724","372,950,538","-3,768,614",Pass
Gistum B-Type Medium Shield Booster,19183,,"142,500,000","2,137,500","144,637,500","154,600,000",0,"189,200,000","178,604,800",4.7,12,2.55,0.4,"60,776,968",0.23,"14,273,128","64,963,231","10,086,865",Pass
Pithum A-Type Medium Shield Booster,19191,,"397,000,000","5,955,000","402,955,000","443,000,000",0,"544,800,000","514,291,200",12.1,31,2.56,1.1,"435,166,763",0.28,"120,236,289","478,412,915","76,990,137",Pass
Pithum C-Type Medium Shield Booster,19187,,"61,080,000","916,200","61,996,200","70,980,000",0,"86,950,000","82,080,800",43.9,72,1.64,4.9,"303,597,061",0.32,"98,354,827","347,590,971","54,360,917",Pass
Capital Shield Extender I,40354,,"32,250,000","483,750","32,733,750","40,750,000",0,"59,990,000","56,630,560",11.4,52,4.56,0.8,"24,960,503",0.73,"18,222,061","31,073,143","12,109,421",Pass
Capital Shield Extender II,40357,,"129,400,000","1,941,000","131,341,000","144,900,000",0,"183,700,000","173,412,800",74.9,95,1.27,9.5,"1,247,852,354",0.32,"399,718,250","1,376,674,504","270,896,099",Pass
CONCORD Capital Shield Extender,41459,,"338,100,000","5,071,500","343,171,500","348,200,000",0,"383,100,000","361,646,400",34.1,51,1.50,4.0,"1,366,972,109",0.05,"73,591,988","1,387,002,383","53,561,714",Pass
Caldari Navy Large Shield Extender,31930,,"29,310,000","439,650","29,749,650","31,800,000",0,"34,950,000","32,992,800",159.4,87,0.55,30.8,"916,973,257",0.11,"99,963,590","980,171,181","36,765,666",Pass
Republic Fleet Large Shield Extender,31932,,"33,070,000","496,050","33,566,050","36,540,000",0,"36,790,000","34,729,760",256.7,216,0.84,40.0,"1,341,881,374",0.03,"46,522,030","1,460,771,982","-72,368,579",Pass
Caldari Navy Medium Shield Extender,31926,,"15,820,000","237,300","16,057,300","18,040,000",0,"21,000,000","19,824,000",40.4,52,1.29,5.1,"81,685,478",0.23,"19,161,671","91,771,720","9,075,429",Pass
Republic Fleet Medium Shield Extender,31928,,"15,020,000","225,300","15,245,300","15,970,000",0,"18,170,000","17,152,480",247.8,680,2.74,21.4,"325,788,261",0.13,"40,755,961","341,274,919","25,269,303",Pass
Caldari Navy Small Shield Extender,31922,,"2,006,000","30,090","2,036,090","2,142,000",0,"3,400,000","3,209,600",13.8,69,5.00,0.9,"1,795,118",0.58,"1,034,625","1,888,494","941,249",Pass
Republic Fleet Small Shield Extender,31924,,"1,959,000","29,385","1,988,385","2,412,000",0,"3,039,000","2,868,816",43.4,215,4.95,2.8,"5,538,827",0.44,"2,452,521","6,718,845","1,272,502",Pass
Domination EM Shield Hardener,13994,,"7,520,000","112,800","7,632,800","9,443,000",0,"14,620,000","13,801,280",5.1,50,9.80,0.2,"1,776,054",0.81,"1,435,325","2,197,264","1,014,115",Pass
Dread Guristas EM Shield Hardener,13965,,"16,990,000","254,850","17,244,850","17,990,000",0,"25,630,000","24,194,720",7.5,36,4.80,0.5,"8,433,387",0.40,"3,398,751","8,797,794","3,034,344",Pass
Gist X-Type EM Shield Hardener,19281,,"68,320,000","1,024,800","69,344,800","74,870,000",0,"83,670,000","78,984,480",21.9,16,0.73,3.7,"253,817,780",0.14,"35,283,427","274,041,272","15,059,935",Pass
Pith X-Type EM Shield Hardener,19282,,"167,700,000","2,515,500","170,215,500","203,300,000",0,"191,900,000","181,153,600",52,6,0.12,21.9,"3,722,463,561",0.06,"239,206,645","4,445,992,532","-484,322,327",Pass
Pith X-Type Kinetic Shield Hardener,19288,,"20,190,000","302,850","20,492,850","21,810,000",0,"33,110,000","31,255,840",17.3,49,2.83,1.5,"30,093,690",0.53,"15,805,419","32,027,920","13,871,188",Pass
Dread Guristas Multispectrum Shield Hardener,13969,,"239,400,000","3,591,000","242,991,000","261,600,000",0,"289,500,000","273,288,000",14.5,19,1.31,1.8,"439,711,021",0.12,"54,824,766","473,385,447","21,150,341",Pass
Pithum A-Type Multispectrum Shield Hardener,4347,,"1,102,000,000","16,530,000","1,118,530,000","1,205,000,000",0,"1,187,000,000","1,120,528,000",29.2,26,0.89,4.4,"4,944,668,716",0.00,"8,832,528","5,326,925,342","-373,424,097",Pass
Pithum C-Type Multispectrum Shield Hardener,4349,,"348,100,000","5,221,500","353,321,500","378,700,000",0,"408,000,000","385,152,000",120.2,76,0.63,21.6,"7,629,954,197",0.09,"687,377,522","8,178,001,210","139,330,509",Pass
Pith X-Type Thermal Shield Hardener,19284,,"48,130,000","721,950","48,851,950","67,000,000",0,"63,590,000","60,028,960",18.2,37,2.03,1.8,"89,082,026",0.23,"20,381,391","122,175,179","-12,711,762",Pass
Caldari Navy Shield Power Relay,37820,,"20,670,000","310,050","20,980,050","22,900,000",0,"34,640,000","32,700,160",11.9,55,4.62,0.8,"16,590,045",0.56,"9,267,717","18,108,252","7,749,510",Pass
Domination EM Shield Amplifier,14041,,"17,750,000","266,250","18,016,250","22,340,000",0,"21,820,000","20,598,080",54.1,52,0.96,7.9,"142,023,622",0.14,"20,352,784","176,108,109","-13,731,703",Pass
Pithum A-Type EM Shield Amplifier,19231,,"113,700,000","1,705,500","115,405,500","134,700,000",0,"130,600,000","123,286,400",24.5,36,1.47,2.9,"333,216,381",0.07,"22,754,938","388,926,407","-32,955,089",Pass
Pithum C-Type EM Shield Amplifier,19215,,"9,265,000","138,975","9,403,975","10,040,000",0,"12,900,000","12,177,600",35.9,92,2.56,3.2,"30,127,367",0.29,"8,885,819","32,164,991","6,848,196",Pass
Pithum A-Type Kinetic Shield Amplifier,19229,,"26,300,000","394,500","26,694,500","49,960,000",0,"33,010,000","31,161,440",16.1,18,1.12,2.2,"58,066,589",0.17,"9,716,607","108,674,325","-40,891,129",Pass
Pithum A-Type Thermal Shield Amplifier,19227,,"45,340,000","680,100","46,020,100","49,250,000",0,"54,340,000","51,296,960",16.3,44,2.70,1.4,"65,223,573",0.11,"7,478,812","69,801,260","2,901,125",Pass
Large EMP Smartbomb II,3995,,"2,400,000","36,000","2,436,000","2,927,000",0,"3,979,000","3,756,176",129,307,2.38,11.9,"29,100,109",0.54,"15,770,635","34,965,526","9,905,219",Pass
Large Plasma Smartbomb II,3989,,"2,054,000","30,810","2,084,810","2,383,000",0,"2,477,000","2,338,288",199.3,775,3.89,14.4,"30,100,835",0.12,"3,659,758","34,406,152","-645,559",Pass
Dark Blood Large EMP Smartbomb,14188,,"194,700,000","2,920,500","197,620,500","279,300,000",0,"199,800,000","188,611,200",16.6,6,0.36,3.9,"779,507,792",-0.05,"-35,536,898","1,101,689,988","-357,719,094",Pass
Imperial Navy Large EMP Smartbomb,15963,,"150,000,000","2,250,000","152,250,000","191,200,000",0,"168,900,000","159,441,600",173.8,166,0.96,25.4,"3,867,941,308",0.05,"182,704,018","4,857,473,747","-806,828,422",Pass
